            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2463082.500000000, A.D. 2031-Aug-04 00:00:00.0000,  6.659687153984160E-01, -7.655521328017061E-01,  4.742166837410965E-05,  1.269548539962920E-02,  1.122057793590233E-02, -8.906963090562650E-07,  5.860328263380388E-03,  1.014684384513466E+00, -1.331855613905981E-04,
2463083.500000000, A.D. 2031-Aug-05 00:00:00.0000,  6.785700645584987E-01, -7.542241263613791E-01,  4.660521388333482E-05,  1.250663757095283E-02,  1.143498782519195E-02, -7.436501273204396E-07,  5.859551169555688E-03,  1.014549834888635E+00, -1.359360263957012E-04,
2463084.500000000, A.D. 2031-Aug-06 00:00:00.0000,  6.909808255418534E-01, -7.426830577758855E-01,  4.592966292335144E-05,  1.231429502950568E-02,  1.164669430575652E-02, -6.106201602366978E-07,  5.858757726143454E-03,  1.014412454420476E+00, -1.388595161250502E-04,
2463085.500000000, A.D. 2031-Aug-07 00:00:00.0000,  7.031974638328472E-01, -7.309316612922963E-01,  4.537633312061971E-05,  1.211838090185323E-02,  1.185562906096408E-02, -5.003994567314964E-07,  5.857946753119117E-03,  1.014272038794068E+00, -1.420131349865939E-04,
2463086.500000000, A.D. 2031-Aug-08 00:00:00.0000,  7.152163781711172E-01, -7.189727570445504E-01,  4.491938592301736E-05,  1.191884018256026E-02,  1.206169104625505E-02, -4.185148375681670E-07,  5.857116832346090E-03,  1.014128342466674E+00, -1.454229917439805E-04,
2463087.500000000, A.D. 2031-Aug-09 00:00:00.0000,  7.270339257505194E-01, -7.068092765123298E-01,  4.452895973972741E-05,  1.171564498453936E-02,  1.226476089359993E-02, -3.675885949550568E-07,  5.856266468890989E-03,  1.013981106598601E+00, -1.490909676497831E-04,
2463088.500000000, A.D. 2031-Aug-10 00:00:00.0000,  7.386464489672184E-01, -6.944442746324452E-01,  4.417372748789162E-05,  1.150879295786865E-02,  1.246471265638472E-02, -3.480583126310750E-07,  5.855394206249038E-03,  1.013830079003865E+00, -1.530032571767685E-04,
2463089.500000000, A.D. 2031-Aug-11 00:00:00.0000,  7.500502986647899E-01, -6.818809323484634E-01,  4.382270776667941E-05,  1.129830243469400E-02,  1.266142111725750E-02, -3.589048527422602E-07,  5.854498694816714E-03,  1.013675026005860E+00, -1.571376746850765E-04,
2463090.500000000, A.D. 2031-Aug-12 00:00:00.0000,  7.612418521222274E-01, -6.691225539496898E-01,  4.344642714259028E-05,  1.108420713498089E-02,  1.285476508181513E-02, -3.982050441500849E-07,  5.853578724989184E-03,  1.013515738168000E+00, -1.614685242328482E-04,
2463091.500000000, A.D. 2031-Aug-13 00:00:00.0000,  7.722175262226492E-01, -6.561725625873087E-01,  4.301763989923081E-05,  1.086655198078370E-02,  1.304462796775776E-02, -4.634649060546628E-07,  5.852633239265663E-03,  1.013352032389703E+00, -1.659690679966540E-04,
2463092.500000000, A.D. 2031-Aug-14 00:00:00.0000,  7.829737872377235E-01, -6.430344959874571E-01,  4.251181275936492E-05,  1.064539053814490E-02,  1.323089702236211E-02, -5.517651224778837E-07,  5.851661335702099E-03,  1.013183752504195E+00, -1.706121668354017E-04,
2463093.500000000, A.D. 2031-Aug-15 00:00:00.0000,  7.935071588512430E-01, -6.297120031906213E-01,  4.190753376614594E-05,  1.042078401038379E-02,  1.341346219338741E-02, -6.597777395372945E-07,  5.850662271310606E-03,  1.013010769867112E+00, -1.753697664147359E-04,
2463094.500000000, A.D. 2031-Aug-16 00:00:00.0000,  8.038142298097662E-01, -6.162088422961866E-01,  4.118694302987279E-05,  1.019280142700361E-02,  1.359221533571575E-02, -7.837155526439150E-07,  5.849635470299968E-03,  1.012832984783295E+00, -1.802118242910312E-04,
2463095.500000000, A.D. 2031-Aug-17 00:00:00.0000,  8.138916621676738E-01, -6.025288786577435E-01,  4.033622466009860E-05,  9.961520561833149E-03,  1.376705014778633E-02, -9.192685968175907E-07,  5.848580538948069E-03,  1.012650329081874E+00, -1.851051561228953E-04,
2463096.500000000, A.D. 2031-Aug-18 00:00:00.0000,  8.237362006098562E-01, -5.886760827036419E-01,  3.934615000381011E-05,  9.727029089811493E-03,  1.393786299211556E-02, -1.061571215670662E-06,  5.847497286476633E-03,  1.012462769730614E+00, -1.900125607736725E-04,
2463097.500000000, A.D. 2031-Aug-19 00:00:00.0000,  8.333446828600748E-01, -5.746545265097136E-01,  3.821262564260864E-05,  9.489425534074156E-03,  1.410455454582374E-02, -1.205228992468693E-06,  5.846385749581220E-03,  1.012270313083154E+00, -1.948924565391311E-04,
2463098.500000000, A.D. 2031-Aug-20 00:00:00.0000,  8.427140507855442E-01, -5.604683783929549E-01,  3.693717870299601E-05,  9.248819668688272E-03,  1.426703206134696E-02, -1.344417727584570E-06,  5.845246217338757E-03,  1.012073009191612E+00, -1.996991163103448E-04,
2463099.500000000, A.D. 2031-Aug-21 00:00:00.0000,  8.518413615569186E-01, -5.461218950654713E-01,  3.552730856927496E-05,  9.005332215897341E-03,  1.442521193354082E-02, -1.473049648057848E-06,  5.844079253128967E-03,  1.011870955602164E+00, -2.043834473086626E-04,
2463100.500000000, A.D. 2031-Aug-22 00:00:00.0000,  8.607237981548064E-01, -5.316194111849593E-01,  3.399664522219482E-05,  8.759093857583672E-03,  1.457902230422186E-02, -1.584990912281027E-06,  5.842885710823691E-03,  1.011664300158136E+00, -2.088941691233931E-04,
2463101.500000000, A.D. 2031-Aug-23 00:00:00.0000,  8.693586785953085E-01, -5.169653263403224E-01,  3.236487122919162E-05,  8.510243683331338E-03,  1.472840558351265E-02, -1.674315025617864E-06,  5.841666743366935E-03,  1.011453242485594E+00, -2.131792563612286E-04,
2463102.500000000, A.D. 2031-Aug-24 00:00:00.0000,  8.777434633571369E-01, -5.021640895355264E-01,  3.065737382473884E-05,  8.258927142050208E-03,  1.487332095688877E-02, -1.735590747991384E-06,  5.840423802290478E-03,  1.011238033909475E+00, -2.171876543921778E-04,
2463103.500000000, A.D. 2031-Aug-25 00:00:00.0000,  8.858757604548680E-01, -4.872201811023774E-01,  2.890458420651509E-05,  8.005293326432975E-03,  1.501374704587168E-02, -1.764224967828498E-06,  5.839158626000541E-03,  1.011018975425486E+00, -2.208715146983289E-04,
2463104.500000000, A.D. 2031-Aug-26 00:00:00.0000,  8.937533272617941E-01, -4.721380918513023E-01,  2.714093136145794E-05,  7.749491073182271E-03,  1.514968474497621E-02, -1.756897203039171E-06,  5.837873212550780E-03,  1.010796412985892E+00, -2.241894224911672E-04,
2463105.500000000, A.D. 2031-Aug-27 00:00:00.0000,  9.013740675217090E-01, -4.569222994663589E-01,  2.540330287405538E-05,  7.491663106987824E-03,  1.528115975450953E-02, -1.712112564541745E-06,  5.836569769650138E-03,  1.010570728843649E+00, -2.271111197246615E-04,
2463106.500000000, A.D. 2031-Aug-28 00:00:00.0000,  9.087360212484374E-01, -4.415772430256741E-01,  2.372890224343742E-05,  7.231937621367807E-03,  1.540822350226714E-02, -1.630842975625902E-06,  5.835250632638477E-03,  1.010342327350318E+00, -2.296238279973852E-04,
2463107.500000000, A.D. 2031-Aug-29 00:00:00.0000,  9.158373450014693E-01, -4.261072982657446E-01,  2.215247385157790E-05,  6.970417634376885E-03,  1.553095034101900E-02, -1.517116023452738E-06,  5.833918143133417E-03,  1.010111613944422E+00, -2.317392849149610E-04,
2463108.500000000, A.D. 2031-Aug-30 00:00:00.0000,  9.226762812028042E-01, -4.105167584406035E-01,  2.070307253026370E-05,  6.707170244873646E-03,  1.564942887846374E-02, -1.378284230113387E-06,  5.832574490142640E-03,  1.009878967640892E+00, -2.334992130642695E-04,
2463109.500000000, A.D. 2031-Aug-31 00:00:00.0000,  9.292511182815886E-01, -3.948098271260986E-01,  1.940085585766353E-05,  6.442219807198580E-03,  1.576374690306677E-02, -1.224664204498728E-06,  5.831221531896882E-03,  1.009644710182407E+00, -2.349759781546864E-04,
2463110.500000000, A.D. 2031-Sep-01 00:00:00.0000,  9.355601478334286E-01, -3.789906283229551E-01,  1.825462979227941E-05,  6.175549396293651E-03,  1.587397262057392E-02, -1.068390162895026E-06,  5.829860634351794E-03,  1.009409078076855E+00, -2.362659262595585E-04,
2463111.500000000, A.D. 2031-Sep-02 00:00:00.0000,  9.416016283230347E-01, -3.630632348051917E-01,  1.726086812401096E-05,  5.907112363870649E-03,  1.598013804677299E-02, -9.216793257083959E-07,  5.828492569214175E-03,  1.009172204941128E+00, -2.374758303119845E-04,
2463112.500000000, A.D. 2031-Sep-03 00:00:00.0000,  9.473737643804561E-01, -3.470317093498954E-01,  1.640454351599929E-05,  5.636851097611752E-03,  1.608223067588273E-02, -7.950499589497064E-07,  5.827117500977942E-03,  1.008934119256463E+00, -2.387065383756434E-04,
2463113.500000000, A.D. 2031-Sep-04 00:00:00.0000,  9.528747058134335E-01, -3.309001488751864E-01,  1.566150785861226E-05,  5.364716501519451E-03,  1.618019599172762E-02, -6.960880351884570E-07,  5.825735062599475E-03,  1.008694757471229E+00, -2.400395297417201E-04,
2463114.500000000, A.D. 2031-Sep-05 00:00:00.0000,  9.581025637459460E-01, -3.146727214855581E-01,  1.500168787004215E-05,  5.090681963381253E-03,  1.627394838918613E-02, -6.290648825470294E-07,  5.824344490140526E-03,  1.008453987313617E+00, -2.415303039217149E-04,
2463115.500000000, A.D. 2031-Sep-06 00:00:00.0000,  9.630554366662410E-01, -2.983536905880553E-01,  1.439226769546748E-05,  4.814749118290431E-03,  1.636338516846360E-02, -5.952996759214889E-07,  5.822944774290014E-03,  1.008211634026832E+00, -2.432089070027127E-04,
2463116.500000000, A.D. 2031-Sep-07 00:00:00.0000,  9.677314385115886E-01, -2.819474255884046E-01,  1.380027934838836E-05,  4.536946590869250E-03,  1.644839875076362E-02, -5.939162139265008E-07,  5.821534793836885E-03,  1.007967503479197E+00, -2.450851236182675E-04,
2463117.500000000, A.D. 2031-Sep-08 00:00:00.0000,  9.721287232650866E-01, -2.654584023799179E-01,  1.319439065812613E-05,  4.257324835561169E-03,  1.652888469393509E-02, -6.226419197397145E-07,  5.820113413372017E-03,  1.007721399080717E+00, -2.471551914027516E-04,
2463118.500000000, A.D. 2031-Sep-09 00:00:00.0000,  9.762455037295170E-01, -2.488911980284212E-01,  1.254596944702652E-05,  3.975950069274496E-03,  1.660474540686299E-02, -6.784337855654365E-07,  5.818679543625173E-03,  1.007473132230097E+00, -2.494077505016668E-04,
2463119.500000000, A.D. 2031-Sep-10 00:00:00.0000,  9.800800646205520E-01, -2.322504834437831E-01,  1.182964233869395E-05,  3.692899192508781E-03,  1.667589069470762E-02, -7.578609608655934E-07,  5.817232172453144E-03,  1.007222527680173E+00, -2.518279709447737E-04,
2463120.500000000, A.D. 2031-Sep-11 00:00:00.0000,  9.836307714443998E-01, -2.155410165049735E-01,  1.102358613088858E-05,  3.408256498090536E-03,  1.674223652788330E-02, -8.572650112943802E-07,  5.815770377772108E-03,  1.006969425777080E+00, -2.543997009064384E-04,
2463121.500000000, A.D. 2031-Sep-12 00:00:00.0000,  9.868960770335558E-01, -1.987676368014814E-01,  1.010974609931269E-05,  3.122112254930374E-03,  1.680370320895275E-02, -9.727568240279685E-07,  5.814293333160938E-03,  1.006713683430435E+00, -2.571059219739340E-04,
2463122.500000000, A.D. 2031-Sep-13 00:00:00.0000,  9.898745274997310E-01, -1.819352621399409E-01,  9.074111233221796E-06,  2.834562896299371E-03,  1.686021379383531E-02, -1.100116850256404E-06,  5.812800314705976E-03,  1.006455175298475E+00, -2.599279382504701E-04,
2463123.500000000, A.D. 2031-Sep-14 00:00:00.0000,  9.925647689996399E-01, -1.650488862453332E-01,  7.907110645310496E-06,  2.545712374615667E-03,  1.691169336294259E-02, -1.234662910765430E-06,  5.811290715107177E-03,  1.006193796230456E+00, -2.628437481723325E-04,
2463124.500000000, A.D. 2031-Sep-15 00:00:00.0000,  9.949655562148886E-01, -1.481135765942421E-01,  6.604132963361544E-06,  2.255674134881789E-03,  1.695806953529225E-02, -1.371146245474370E-06,  5.809764068438023E-03,  1.005929465553701E+00, -2.658260633232759E-04,
2463125.500000000, A.D. 2031-Sep-16 00:00:00.0000,  9.970757628482304E-01, -1.311344710256135E-01,  5.166111934431507E-06,  1.964573058754504E-03,  1.699927440993880E-02, -1.503731703582268E-06,  5.808220086174325E-03,  1.005662133311798E+00, -2.688404735056949E-04,
2463126.500000000, A.D. 2031-Sep-17 00:00:00.0000,  9.988943937547764E-01, -1.141167717188428E-01,  3.600070472688410E-06,  1.672546672862731E-03,  1.703524784945042E-02, -1.626106550901482E-06,  5.806658702149908E-03,  1.005391788048427E+00, -2.718442743385419E-04,
2463127.500000000, A.D. 2031-Sep-18 00:00:00.0000,  1.000420597637956E+00, -9.706573537453404E-02,  1.919481388178302E-06,  1.379744976985785E-03,  1.706594169544946E-02, -1.731739279098663E-06,  5.805080121257586E-03,  1.005118465239679E+00, -2.747864047267483E-04,
2463128.500000000, A.D. 2031-Sep-19 00:00:00.0000,  1.001653678701257E+00, -7.998665899723710E-02,  1.442979401064963E-07,  1.086328490150187E-03,  1.709132421481883E-02, -1.814275992514100E-06,  5.803484864644243E-03,  1.004842255119341E+00, -2.776087412582829E-04,
2463129.500000000, A.D. 2031-Sep-20 00:00:00.0000,  1.002593105433238E+00, -6.288486146168037E-02, -1.699462361656061E-06,  7.924645056289630E-04,  1.711138395206464E-02, -1.868027331679811E-06,  5.801873803565718E-03,  1.004563308540684E+00, -2.802486951602656E-04,
2463130.500000000, A.D. 2031-Sep-21 00:00:00.0000,  1.003238514901284E+00, -4.576566182389522E-02, -3.580638317622894E-06,  4.983219443799820E-04,  1.712613229585905E-02, -1.888478614397211E-06,  5.800248175246354E-03,  1.004281839722463E+00, -2.826427737631569E-04,
2463131.500000000, A.D. 2031-Sep-22 00:00:00.0000,  1.003589711448206E+00, -2.863435587394402E-02, -5.464340212996033E-06,  2.040654108078100E-04,  1.713560440116427E-02, -1.872759994888449E-06,  5.798609576492368E-03,  1.003998125143104E+00, -2.847306487895542E-04,
2463132.500000000, A.D. 2031-Sep-23 00:00:00.0000,  1.003646659278981E+00, -1.149619260842947E-02, -7.313797511522576E-06, -9.015101154530003E-05,  1.713985844187826E-02, -1.820037085730912E-06,  5.796959933240551E-03,  1.003712498268224E+00, -2.864593822252990E-04,
2463133.500000000, A.D. 2031-Sep-24 00:00:00.0000,  1.003409468844525E+00,  5.643647753361149E-03, -9.092550105290122E-06, -3.841899341906042E-04,  1.713897327663506E-02, -1.731805694007064E-06,  5.795301445557763E-03,  1.003425340027593E+00, -2.877877032879577E-04,
2463134.500000000, A.D. 2031-Sep-25 00:00:00.0000,  1.002878377118857E+00,  2.278007259237560E-02, -1.076688032737570E-05, -6.779366784298127E-04,  1.713304441406753E-02, -1.612074019618830E-06,  5.793636507675738E-03,  1.003137064969584E+00, -2.886903825290895E-04,
2463135.500000000, A.D. 2031-Sep-26 00:00:00.0000,  1.002053722058385E+00,  3.990809065597949E-02, -1.230835239530799E-05, -9.713047997712962E-04,  1.712217784194880E-02, -1.467383140306231E-06,  5.791967602672090E-03,  1.002848103025759E+00, -2.891625814355141E-04,
2463136.500000000, A.D. 2031-Sep-27 00:00:00.0000,  1.000935912148162E+00,  5.702281837022715E-02, -1.369625337756205E-05, -1.264240163197725E-03,  1.710648123766122E-02, -1.306570806793167E-06,  5.790297173549606E-03,  1.002558877188938E+00, -2.892235030362528E-04,
2463137.500000000, A.D. 2031-Sep-28 00:00:00.0000,  9.995253932796671E-01,  7.411947606933242E-02, -1.491962337539234E-05, -1.556721881847375E-03,  1.708605271428235E-02, -1.140170949078587E-06,  5.788627478402736E-03,  1.002269778436056E+00, -2.889179790952978E-04,
2463138.500000000, A.D. 2031-Sep-29 00:00:00.0000,  9.978226170427400E-01,  9.119337230373283E-02, -1.597848211485905E-05, -1.848758294252855E-03,  1.706096861807867E-02, -9.794120861021010E-07,  5.786960446359798E-03,  1.001981140785325E+00, -2.883143693943843E-04,
2463139.500000000, A.D. 2031-Sep-30 00:00:00.0000,  9.958280159066555E-01,  1.082398766595442E-01, -1.688389678340634E-05, -2.140377248727832E-03,  1.703127332441364E-02, -8.349378066961592E-07,  5.785297558780614E-03,  1.001693220726249E+00, -2.874978934139805E-04,
2463140.500000000, A.D. 2031-Oct-01 00:00:00.0000,  9.935419904545946E-01,  1.252543847765102E-01, -1.765674934511488E-05, -2.431612158951947E-03,  1.699697431911244E-02, -7.155445130934089E-07,  5.783639780578575E-03,  1.001406185328401E+00, -2.865602535576938E-04,
2463141.500000000, A.D. 2031-Oct-02 00:00:00.0000,  9.909649112511416E-01,  1.422322819455509E-01, -1.832539946368868E-05, -2.722487379060441E-03,  1.695804436593228E-02, -6.272884785196909E-07,  5.781987556066771E-03,  1.001120111522210E+00, -2.855882143277548E-04,
2463142.500000000, A.D. 2031-Oct-03 00:00:00.0000,  9.880971339622396E-01,  1.591689121573776E-01, -1.892274265309497E-05, -3.013006916665607E-03,  1.691442986470978E-02, -5.731882345147315E-07,  5.780340865799771E-03,  1.000834995940802E+00, -2.846544015214799E-04,
2463143.500000000, A.D. 2031-Oct-04 00:00:00.0000,  9.849390229640832E-01,  1.760595573525294E-01, -1.948327319024991E-05, -3.303148948816871E-03,  1.686606227380935E-02, -5.535094939487707E-07,  5.778699324418275E-03,  1.000550771861283E+00, -2.838125134150126E-04,
2463144.500000000, A.D. 2031-Oct-05 00:00:00.0000,  9.814909774439354E-01,  1.928994280930198E-01, -2.004063946025656E-05, -3.592866127025761E-03,  1.681286899015649E-02, -5.664198112612118E-07,  5.777062292376707E-03,  1.000267328549770E+00, -2.830971827249493E-04,
2463145.500000000, A.D. 2031-Oct-06 00:00:00.0000,  9.777534550424370E-01,  2.096836637501737E-01, -2.062592331446641E-05, -3.882089789961016E-03,  1.675478123759660E-02, -6.087387785518905E-07,  5.775428978038255E-03,  9.999845289385969E-01, -2.825271481264846E-04,
2463146.500000000, A.D. 2031-Oct-07 00:00:00.0000,  9.737269903468081E-01,  2.264073387125798E-01, -2.126662502732359E-05, -4.170735666361373E-03,  1.669173822512392E-02, -6.765728899205833E-07,  5.773798516457029E-03,  9.997022232670263E-01, -2.821098492616347E-04,
2463147.500000000, A.D. 2031-Oct-08 00:00:00.0000,  9.694122077707971E-01,  2.430654710826984E-01, -2.198617908903949E-05, -4.458709148310802E-03,  1.662368812542143E-02, -7.657343667604251E-07,  5.772170021438382E-03,  9.994202580952106E-01, -2.818458749632418E-04,
2463148.500000000, A.D. 2031-Oct-09 00:00:00.0000,  9.648098298568095E-01,  2.596530312171569E-01, -2.280377422333731E-05, -4.745909062338270E-03,  1.655058698126243E-02, -8.719346829978044E-07,  5.770542614722120E-03,  9.991384813571117E-01, -2.817323346176463E-04,
2463149.500000000, A.D. 2031-Oct-10 00:00:00.0000,  9.599206827311079E-01,  2.761649486145016E-01, -2.373427034393402E-05, -5.032229575794316E-03,  1.647239666814523E-02, -9.907940369636877E-07,  5.768915439808999E-03,  9.988567447544829E-01, -2.817647761827363E-04,
2463150.500000000, A.D. 2031-Oct-11 00:00:00.0000,  9.547457005682343E-01,  2.925961166917190E-01, -2.478805759828177E-05, -5.317560306443790E-03,  1.638908284667581E-02, -1.117726576725968E-06,  5.767287669069001E-03,  9.985749049876279E-01, -2.819376031791253E-04,
2463151.500000000, A.D. 2031-Oct-12 00:00:00.0000,  9.492859307274912E-01,  3.089413958220411E-01, -2.597076524684134E-05, -5.601784932018949E-03,  1.630061364310480E-02, -1.247765815909407E-06,  5.765658512542579E-03,  9.982928252792919E-01, -2.822430971453503E-04,
2463152.500000000, A.D. 2031-Oct-13 00:00:00.0000,  9.435425408439552E-01,  3.251956156741846E-01, -2.728279431813980E-05, -5.884778764481956E-03,  1.620695966340967E-02, -1.375398728298429E-06,  5.764027235952397E-03,  9.980103784932948E-01, -2.826692490872176E-04,
2463153.500000000, A.D. 2031-Oct-14 00:00:00.0000,  9.375168285915711E-01,  3.413535784389690E-01, -2.871871997039372E-05, -6.166405966025526E-03,  1.610809581900033E-02, -1.494484335044384E-06,  5.762393193885914E-03,  9.977274528799193E-01, -2.831967504628432E-04,
2463154.500000000, A.D. 2031-Oct-15 00:00:00.0000,  9.312102340259578E-01,  3.574100649009475E-01, -3.026668818849379E-05, -6.446517354177432E-03,  1.600400519890239E-02, -1.598336803425560E-06,  5.760755881417348E-03,  9.974439610139766E-01, -2.837957418249716E-04,
2463155.500000000, A.D. 2031-Oct-16 00:00:00.0000,  9.246243533463913E-01,  3.733598453332124E-01, -3.190800690252383E-05, -6.724949959447624E-03,  1.589468475150626E-02, -1.680039584449968E-06,  5.759115003110266E-03,  9.971598517422335E-01, -2.844232175977666E-04,
2463156.500000000, A.D. 2031-Oct-17 00:00:00.0000,  9.177609517505998E-01,  3.891976966223634E-01, -3.361717809748093E-05, -7.001529436189978E-03,  1.578015184464271E-02, -1.733010744016644E-06,  5.757470552509681E-03,  9.968751239470441E-01, -2.850221694744940E-04,
2463157.500000000, A.D. 2031-Oct-18 00:00:00.0000,  9.106219721882735E-01,  4.049184257385721E-01, -3.536259960209159E-05, -7.276075869201822E-03,  1.566045008364703E-02, -1.751759142709707E-06,  5.755822889246808E-03,  9.965898398966234E-01, -2.855233820756033E-04,
2463158.500000000, A.D. 2031-Oct-19 00:00:00.0000,  9.032095367667732E-01,  4.205168978591362E-01, -3.710805956731106E-05, -7.548412479909450E-03,  1.553565250237445E-02, -1.732682898380379E-06,  5.754172797264231E-03,  9.963041353264214E-01, -2.858501419325205E-04,
2463159.500000000, A.D. 2031-Oct-20 00:00:00.0000,  8.955259386366791E-01,  4.359880657523412E-01, -3.881496899382980E-05, -7.818375618208149E-03,  1.540586074758293E-02, -1.674714431013112E-06,  5.752521508884440E-03,  9.960182236064633E-01, -2.859251605720748E-04,
2463160.500000000, A.D. 2031-Oct-21 00:00:00.0000,  8.875736241532572E-01,  4.513269962045331E-01, -4.044509092133066E-05, -8.085823855257206E-03,  1.527120006422933E-02, -1.579648487191018E-06,  5.750870685966359E-03,  9.957323924787018E-01, -2.856782287169237E-04,
2463161.500000000, A.D. 2031-Oct-22 00:00:00.0000,  8.793551671954623E-01,  4.665288897413882E-01, -4.196340810471952E-05, -8.350644345020506E-03,  1.513181115953121E-02, -1.452090809238805E-06,  5.749222358728373E-03,  9.954469934645538E-01, -2.850529813251470E-04,
2463162.500000000, A.D. 2031-Oct-23 00:00:00.0000,  8.708732388687731E-01,  4.815890913716229E-01, -4.334076667602413E-05, -8.612755660716625E-03,  1.498784068012944E-02, -1.299076932777563E-06,  5.747578830818500E-03,  9.951624254283089E-01, -2.840117146131500E-04,
2463163.500000000, A.D. 2031-Oct-24 00:00:00.0000,  8.621305760617093E-01,  4.965030917810904E-01, -4.455601892389755E-05, -8.872107353669865E-03,  1.483943184069532E-02, -1.129471125622233E-06,  5.745942562910424E-03,  9.948791144224084E-01, -2.825380291144192E-04,
2463164.500000000, A.D. 2031-Oct-25 00:00:00.0000,  8.531299517824671E-01,  5.112665196179198E-01, -4.559749925813239E-05, -9.128676957490926E-03,  1.468671606193268E-02, -9.532474996495414E-07,  5.744316046567566E-03,  9.945974918476858E-01, -2.806376306025051E-04,
2463165.500000000, A.D. 2031-Oct-26 00:00:00.0000,  8.438741495106518E-01,  5.258751260569775E-01, -4.646374862289030E-05, -9.382465019550892E-03,  1.452980591935207E-02, -7.807121278850458E-07,  5.742701677858010E-03,  9.943179725704688E-01, -2.783376551808589E-04,
2463166.500000000, A.D. 2031-Oct-27 00:00:00.0000,  8.343659433973486E-01,  5.403247630549335E-01, -4.716344435912039E-05, -9.633488391322928E-03,  1.436878963425969E-02, -6.216967676880075E-07,  5.741101638922648E-03,  9.940409344167412E-01, -2.756845684181437E-04,
2463167.500000000, A.D. 2031-Oct-28 00:00:00.0000,  8.246080859874517E-01,  5.546113570792863E-01, -4.771452677249192E-05, -9.881771942014008E-03,  1.420372765272226E-02, -4.847694572067161E-07,  5.739517796290762E-03,  9.937667005660293E-01, -2.727404278316722E-04,
2463168.500000000, A.D. 2031-Oct-29 00:00:00.0000,  8.146033048003906E-01,  5.687308807941790E-01, -4.814258035991066E-05, -1.012733928130334E-02,  1.403465211269837E-02, -3.765520463574200E-07,  5.737951625800311E-03,  9.934955265517548E-01, -2.695774308023979E-04,
2463169.500000000, A.D. 2031-Oct-30 00:00:00.0000,  8.043543081855234E-01,  5.826793259157614E-01, -4.847863659246497E-05, -1.037020374563166E-02,  1.386156975427772E-02, -3.012661318640780E-07,  5.736404172986103E-03,  9.932275934026583E-01, -2.662712213749800E-04,
2463170.500000000, A.D. 2031-Oct-31 00:00:00.0000,  7.938637993752176E-01,  5.964526806328551E-01, -4.875668046950485E-05, -1.061036128799628E-02,  1.368446800954527E-02, -2.606056132897006E-07,  5.734876053145974E-03,  9.929630076542569E-01, -2.628940683450486E-04,
2463171.500000000, A.D. 2031-Nov-01 00:00:00.0000,  7.831344961084450E-01,  6.100469142192533E-01, -4.901120411885167E-05, -1.084778660500722E-02,  1.350332301894484E-02, -2.539523268054763E-07,  5.733367487832069E-03,  9.927018076671157E-01, -2.595092936821078E-04,
2463172.500000000, A.D. 2031-Nov-02 00:00:00.0000,  7.721691522947449E-01,  6.234579698702832E-01, -4.927511640779897E-05, -1.108243290174927E-02,  1.331810775036775E-02, -2.788514432952663E-07,  5.731878367232963E-03,  9.924439744279761E-01, -2.561679967428483E-04,
2463173.500000000, A.D. 2031-Nov-03 00:00:00.0000,  7.609705783345972E-01,  6.366817649933404E-01, -4.957819744588681E-05, -1.131423462959346E-02,  1.312879856128059E-02, -3.315991976574861E-07,  5.730408323939778E-03,  9.921894443219622E-01, -2.529083677042161E-04,
2463174.500000000, A.D. 2031-Nov-04 00:00:00.0000,  7.495416577605797E-01,  6.497141968583663E-01, -4.994613323643762E-05, -1.154311185969415E-02,  1.293537927656881E-02, -4.077933949403109E-07,  5.728956804163238E-03,  9.919381214634340E-01, -2.497571325956252E-04,
2463175.500000000, A.D. 2031-Nov-05 00:00:00.0000,  7.378853592895565E-01,  6.625511510237049E-01, -5.040003664402159E-05, -1.176897487048403E-02,  1.273784271177221E-02, -5.027435122508710E-07,  5.727523126532508E-03,  9.916898878766879E-01, -2.467322478389690E-04,
2463176.500000000, A.D. 2031-Nov-06 00:00:00.0000,  7.260047446498227E-01,  6.751885102191194E-01, -5.095628848358720E-05, -1.199172787027113E-02,  1.253619018747904E-02, -6.116986218986861E-07,  5.726106523983155E-03,  9.914446107486345E-01, -2.438459194471703E-04,
2463177.500000000, A.D. 2031-Nov-07 00:00:00.0000,  7.139029733876462E-01,  6.876221620748062E-01, -5.162651718606318E-05, -1.221127125308873E-02,  1.233042984952511E-02, -7.299009519844438E-07,  5.724706169097851E-03,  9.912021468164053E-01, -2.411072121527307E-04,
2463178.500000000, A.D. 2031-Nov-08 00:00:00.0000,  7.015833062479054E-01,  6.998480049242795E-01, -5.241755952905634E-05, -1.242750218741383E-02,  1.212057463068539E-02, -8.525021460939751E-07,  5.723321186810817E-03,  9.909623445670562E-01, -2.385237500069239E-04,
2463179.500000000, A.D. 2031-Nov-09 00:00:00.0000,  6.890491087785821E-01,  7.118619517123325E-01, -5.333129014990112E-05, -1.264031360924845E-02,  1.190664062157840E-02, -9.743941079139010E-07,  5.721950660729829E-03,  9.907250453321930E-01, -2.361021809801536E-04,
2463180.500000000, A.D. 2031-Nov-10 00:00:00.0000,  6.763038566328882E-01,  7.236599327786181E-01, -5.436426500829024E-05, -1.284959189832605E-02,  1.168864656871663E-02, -1.090017752604433E-06,  5.720593640918636E-03,  9.904900846354523E-01, -2.338471743847423E-04,
